area,subarea,name,condition,cylinders,drive,fuel,odometer,paintcolor,size,transmission,type,dealer,price,lnprice,year,age,lnodometer,LE,XLE,SE,cond_excellent,cond_good,cond_likenew,cylind6,agesq,agecu,odometersq
chicago,chicago city,2014 toyota camry,like new,Missing,Missing,gas,5.0,,,automatic,Missing,0,13500,9.51044496442652,2014,4,1.6094379124341005,0,0,0,0,0,1,0,16,64,25.0
chicago,chicago suburbs,2006 toyota camry solara,good,Missing,fwd,gas,12.8694,black,,automatic,Missing,0,5000,8.517193191416238,2006,12,2.554852400474667,0,0,0,0,1,0,0,144,1728,165.62145636000002
chicago,chicago city,2001 toyota camry solara,Missing,4 cylinders,fwd,gas,16.201468750000004,,,automatic,coupe,0,2600,7.863266724009573,2001,17,2.7851019017088916,0,0,0,0,0,0,0,289,4913,262.4875896572267
chicago,chicago city,2009 Toyota camry,Missing,Missing,Missing,gas,16.4503625,,,automatic,Missing,0,6500,8.779557455883728,2009,9,2.8003475134427456,0,0,0,0,0,0,0,81,729,270.61442638140625
chicago,chicago W,2012 toyota camry se,excellent,4 cylinders,fwd,gas,4.233,black,,automatic,Missing,0,11550,9.35444071594994,2012,6,1.4429109615387865,0,0,1,1,0,0,0,36,216,17.918288999999998
chicago,chicago S,2003 toyota camry,Missing,Missing,Missing,gas,23.0,,,automatic,Missing,0,2700,7.90100705199242,2003,15,3.1354942159291497,0,0,0,0,0,0,0,225,3375,529.0
chicago,chicago S,2002 toyota camry le,good,4 cylinders,fwd,gas,15.5987,silver,full-size,automatic,sedan,0,3980,8.289037098278483,2002,16,2.747187577449743,1,0,0,0,1,0,0,256,4096,243.31944168999996
chicago,indiana NW,1999 toyota camry le,good,4 cylinders,fwd,gas,14.415,grey,mid-size,automatic,sedan,1,2995,8.00469951054955,1999,19,2.6682693310903653,1,0,0,0,1,0,0,361,6859,207.79222499999997
chicago,chicago suburbs,2005 toyota camry se sedan 4d,good,4 cylinders,fwd,gas,18.9,silver,full-size,automatic,Missing,0,3395,8.130059039992796,2005,13,2.9391619220655967,0,0,1,0,1,0,0,169,2197,357.2099999999999
chicago,chicago city,2005 toyota camry,good,4 cylinders,fwd,gas,22.0,red,mid-size,automatic,sedan,0,4000,8.294049640102028,2005,13,3.091042453358316,0,0,0,0,1,0,0,169,2197,484.0
chicago,chicago city,1999 toyota camry,good,6 cylinders,fwd,gas,25.1925,white,mid-size,automatic,sedan,0,1800,7.495541943884256,1999,19,3.2265463311724205,0,0,0,0,1,0,1,361,6859,634.66205625
chicago,chicago city,2003 toyota camry,Missing,Missing,Missing,gas,14.081671428571426,,,automatic,Missing,0,2300,7.7406644019172415,2003,15,2.6448740531000756,0,0,0,0,0,0,0,225,3375,198.29347022224482
chicago,chicago city,1999 1999 Toyota Camry,Missing,Missing,Missing,gas,17.01991875,,,automatic,Missing,0,2200,7.696212639346407,1999,19,2.8343843493382987,0,0,0,0,0,0,0,361,6859,289.6776342566015
chicago,chicago city,2003 toyota camry,Missing,Missing,Missing,gas,14.081671428571426,,,automatic,Missing,0,2500,7.824046010856292,2003,15,2.6448740531000756,0,0,0,0,0,0,0,225,3375,198.29347022224482
chicago,chicago city,2009 Toyota Camry,Missing,Missing,Missing,gas,16.4503625,,,automatic,Missing,0,6800,8.824677891164198,2009,9,2.8003475134427456,0,0,0,0,0,0,0,81,729,270.61442638140625
chicago,chicago N,1998 toyota camry le,good,4 cylinders,fwd,gas,20.0,custom,full-size,automatic,sedan,0,1000,6.907755278982137,1998,20,2.995732273553991,1,0,0,0,1,0,0,400,8000,400.0
chicago,chicago city,2015 TOYOTA CAMRY,Missing,Missing,fwd,gas,3.6154,white,,automatic,sedan,1,14994,9.615405400063008,2015,3,1.285202499558617,0,0,0,0,0,0,0,9,27,13.071117160000002
chicago,chicago W,2006 toyota camry solara convertible,excellent,6 cylinders,fwd,gas,7.5962,black,,automatic,Missing,0,9785,9.188605879830176,2006,12,2.027648122250603,0,0,0,1,0,0,1,144,1728,57.70225444
chicago,chicago S,1999 toyota camry le,excellent,4 cylinders,fwd,gas,17.01991875,,full-size,automatic,coupe,0,1500,7.313220387090301,1999,19,2.8343843493382987,1,0,0,1,0,0,0,361,6859,289.6776342566015
chicago,chicago city,2015 toyota camry xle,excellent,4 cylinders,fwd,gas,4.9632130434782615,silver,,automatic,Missing,1,17777,9.785660765922684,2015,3,1.6020533220346411,0,1,0,1,0,0,0,9,27,24.633483714952746
chicago,chicago W,2016 Toyota Camry,Missing,4 cylinders,fwd,gas,4.5484,black,,automatic,sedan,1,14593,9.588297240667746,2016,2,1.5147755227684307,0,0,0,0,0,0,0,4,8,20.68794256
chicago,chicago S,2003 TOYOTA CAMRY  SOLARA,Missing,6 cylinders,Missing,gas,15.7,black,,automatic,SUV,1,5499,8.612321536507814,2003,15,2.7536607123542622,0,0,0,0,0,0,1,225,3375,246.48999999999998
chicago,chicago N,2010 Toyota Camry se,Missing,Missing,Missing,gas,14.663999999999998,,,automatic,Missing,0,10800,9.287301413112312,2010,8,2.6853955105374037,0,0,1,0,0,0,0,64,512,215.03289599999994
chicago,chicago suburbs,2007 TOYOTA CAMRY,Missing,4 cylinders,Missing,gas,4.314,red,,automatic,sedan,1,9499,9.158941808890182,2007,11,1.4618655479669649,0,0,0,0,0,0,0,121,1331,18.610596
