f_property_type,f_room_type,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,price,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price.1,neighbourhood_cleansed,cancellation_policy,room_type,property_type,flag_n_bathrooms,flag_n_beds,flag_n_review_scores_rating,flag_n_reviews_per_month,flag_days_since
Apartment,Entire home/apt,strict,Real Bed,Hackney,86.0,5,1.0,100.0,4,2,0.37,25,2,2.0,325.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,86.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,50.0,2,1.0,100.0,1,1,1.0,15,1,1.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,50.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,30.0,4,1.0,90.0,4,1,0.78,20,1,3.0,153.0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,30.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,85.0,3,1.0,91.0,9,1,0.4,0,4,2.0,669.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,85.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,32.0,2,1.0,100.0,1,1,0.11,0,1,1.0,284.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,32.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,59.0,3,1.0,80.0,2,2,0.39,35,2,1.0,154.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,59.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
House,Private room,flexible,Real Bed,Hackney,27.0,2,1.0,96.0,0,1,0.51,0,10,1.0,399.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,27.0,Hackney,flexible,Private room,House,0,0,1,1,1
Apartment,Private room,flexible,Couch,Hackney,55.0,2,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,55.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,moderate,Real Bed,Hackney,90.0,3,1.0,93.0,8,3,0.27,20,3,2.0,887.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,90.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,38.0,2,1.0,100.0,1,1,0.16,0,6,1.0,189.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,38.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
House,Entire home/apt,strict,Real Bed,Hackney,150.0,6,1.5,98.0,90,6,1.78,0,2,3.0,1519.0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,150.0,Hackney,strict,Entire home/apt,House,0,0,0,0,0
House,Private room,flexible,Real Bed,Hackney,45.0,1,1.0,96.0,0,1,0.51,0,3,1.0,399.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,45.0,Hackney,flexible,Private room,House,0,0,1,1,1
Apartment,Private room,flexible,Real Bed,Hackney,51.0,1,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,51.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
House,Private room,strict,Real Bed,Hackney,70.0,7,1.5,60.0,1,3,0.11,20,1,5.0,264.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,70.0,Hackney,strict,Private room,House,0,0,0,0,0
Apartment,Private room,flexible,Couch,Hackney,45.0,2,1.0,98.0,10,1,0.3,5,1,1.0,986.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,45.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
House,Entire home/apt,moderate,Real Bed,Hackney,150.0,6,1.5,97.0,19,1,0.34,0,3,6.0,1687.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,150.0,Hackney,moderate,Entire home/apt,House,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,35.0,1,1.0,96.0,1,1,0.13,0,3,1.0,236.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,35.0,Hackney,flexible,Private room,Apartment,0,0,1,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,100.0,6,1.0,93.0,21,1,0.37,10,1,4.0,1703.0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,100.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,65.0,2,1.0,94.0,8,1,1.18,0,2,1.0,202.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,65.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,45.0,2,1.0,80.0,3,1,0.83,0,1,1.0,107.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,45.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,60.0,2,1.0,93.0,4,1,0.34,5,1,1.0,351.0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,40.0,1,1.0,96.0,0,1,0.51,0,3,1.0,399.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,40.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,flexible,Real Bed,Hackney,100.0,4,1.0,96.0,0,1,0.51,0,7,2.0,399.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,100.0,Hackney,flexible,Entire home/apt,Apartment,0,0,1,1,1
Apartment,Entire home/apt,strict,Real Bed,Hackney,156.0,2,1.0,96.0,0,1,0.51,0,3,1.0,399.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,156.0,Hackney,strict,Entire home/apt,Apartment,0,0,1,1,1
House,Private room,flexible,Real Bed,Hackney,29.0,2,1.0,96.0,0,1,0.51,5,1,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,29.0,Hackney,flexible,Private room,House,0,0,1,1,1
Apartment,Entire home/apt,strict,Real Bed,Hackney,170.0,6,2.0,96.0,0,2,0.51,8,2,3.0,399.0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,170.0,Hackney,strict,Entire home/apt,Apartment,0,0,1,1,1
Apartment,Entire home/apt,moderate,Real Bed,Hackney,55.0,4,1.0,92.0,26,1,2.27,12,1,1.0,343.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,55.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
House,Entire home/apt,strict,Real Bed,Hackney,97.0,2,1.0,97.0,7,1,0.13,10,5,1.0,1626.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,97.0,Hackney,strict,Entire home/apt,House,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,40.0,2,1.0,96.0,0,1,0.51,0,2,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,40.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Private room,flexible,Real Bed,Hackney,30.0,2,1.0,96.0,59,1,2.52,10,2,1.0,701.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,30.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
House,Entire home/apt,moderate,Real Bed,Hackney,120.0,4,2.0,96.0,0,1,0.51,0,5,2.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,120.0,Hackney,moderate,Entire home/apt,House,0,0,1,1,1
Apartment,Entire home/apt,moderate,Real Bed,Hackney,60.0,4,1.0,96.0,10,2,2.26,10,2,2.0,132.0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,60.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
House,Private room,strict,Real Bed,Hackney,36.0,2,2.0,86.0,9,1,0.82,0,4,1.0,330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,36.0,Hackney,strict,Private room,House,0,0,0,0,0
House,Private room,flexible,Real Bed,Hackney,25.0,2,1.0,96.0,0,1,0.51,4,5,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,25.0,Hackney,flexible,Private room,House,0,0,1,1,1
House,Private room,flexible,Real Bed,Hackney,45.0,1,1.0,96.0,0,1,0.51,10,2,1.0,399.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,45.0,Hackney,flexible,Private room,House,0,0,1,1,1
Apartment,Entire home/apt,moderate,Real Bed,Hackney,99.0,4,2.0,100.0,6,1,0.32,0,7,2.0,562.0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,99.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,45.0,2,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,moderate,Real Bed,Hackney,120.0,4,1.0,100.0,1,1,0.48,0,3,2.0,62.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,120.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,66.0,2,1.0,100.0,1,1,0.15,0,7,1.0,195.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,66.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,72.0,4,1.0,88.0,21,2,0.58,10,4,2.0,1082.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,72.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Shared room,moderate,Real Bed,Hackney,35.0,3,1.0,100.0,3,1,1.64,10,1,3.0,54.0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,35.0,Hackney,moderate,Shared room,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,35.0,2,1.0,100.0,2,1,0.26,10,1,1.0,231.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,35.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,49.0,4,1.0,100.0,3,1,0.13,0,1,2.0,698.0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,49.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,98.0,3,1.0,98.0,17,2,0.84,15,1,2.0,603.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,98.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,85.0,4,1.0,100.0,5,1,0.52,0,1,2.0,286.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,85.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,50.0,2,1.0,100.0,3,1,3.0,0,1,1.0,11.0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,50.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,75.0,2,1.0,100.0,10,1,0.56,0,4,1.0,539.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,75.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
House,Entire home/apt,strict,Real Bed,Hackney,175.0,6,2.0,100.0,2,1,0.13,50,3,4.0,460.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,175.0,Hackney,strict,Entire home/apt,House,0,0,0,0,0
Apartment,Private room,strict,Real Bed,Hackney,60.0,2,2.0,86.0,242,2,4.55,20,1,1.0,1595.0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,60.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,flexible,Couch,Hackney,50.0,2,1.0,86.0,34,1,2.13,0,2,1.0,477.0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,50.0,Hackney,flexible,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,50.0,2,1.0,96.0,0,1,0.51,0,1,1.0,399.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,50.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
Apartment,Private room,flexible,Real Bed,Hackney,45.0,1,1.5,96.0,0,1,0.51,5,1,1.0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,45.0,Hackney,flexible,Private room,Apartment,0,0,1,1,1
House,Private room,flexible,Real Bed,Hackney,22.0,2,1.5,90.0,4,1,1.82,10,1,1.0,64.0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,22.0,Hackney,flexible,Private room,House,0,0,0,0,0
House,Private room,flexible,Real Bed,Hackney,53.0,2,1.0,92.0,6,1,0.66,5,2,1.0,270.0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,53.0,Hackney,flexible,Private room,House,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,100.0,3,1.0,92.0,5,1,0.26,0,1,2.0,580.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,100.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
House,Private room,flexible,Real Bed,Hackney,18.0,2,2.0,80.0,4,1,0.4,5,1,1.0,302.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,18.0,Hackney,flexible,Private room,House,0,0,0,0,0
Apartment,Private room,strict,Real Bed,Hackney,40.0,2,1.0,67.0,3,1,0.32,5,2,1.0,280.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
Apartment,Private room,strict,Real Bed,Hackney,25.0,1,1.0,96.0,0,1,0.51,0,1,1.0,399.0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,25.0,Hackney,strict,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,flexible,Real Bed,Hackney,90.0,4,1.0,96.0,0,1,0.51,0,4,2.0,399.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,90.0,Hackney,flexible,Entire home/apt,Apartment,0,0,1,1,1
Apartment,Private room,strict,Real Bed,Hackney,50.0,1,1.0,80.0,1,1,0.46,0,3,1.0,64.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,50.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,23.0,2,1.0,96.0,0,1,0.51,23,1,1.0,399.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,23.0,Hackney,moderate,Private room,Apartment,0,0,1,1,1
Apartment,Entire home/apt,strict,Real Bed,Hackney,87.0,2,1.0,82.0,33,2,2.9,19,1,1.0,340.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,87.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,flexible,Real Bed,Hackney,40.0,2,1.0,90.0,2,2,0.19,0,1,1.0,321.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.0,Hackney,flexible,Private room,Apartment,0,0,0,0,0
House,Entire home/apt,strict,Real Bed,Hackney,188.0,6,2.0,100.0,8,4,1.7,14,2,3.0,140.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,188.0,Hackney,strict,Entire home/apt,House,0,0,0,0,0
Apartment,Entire home/apt,strict,Real Bed,Hackney,199.0,7,2.0,60.0,1,6,1.0,20,3,3.0,21.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,199.0,Hackney,strict,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,99.0,4,1.0,100.0,1,1,1.0,0,3,2.0,11.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,99.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
Apartment,Private room,strict,Real Bed,Hackney,45.0,1,1.0,100.0,1,1,0.03,0,5,1.0,947.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,45.0,Hackney,strict,Private room,Apartment,0,0,0,0,0
Apartment,Private room,moderate,Real Bed,Hackney,50.0,2,1.0,20.0,2,1,0.48,0,2,1.0,124.0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,50.0,Hackney,moderate,Private room,Apartment,0,0,0,0,0
Apartment,Entire home/apt,moderate,Real Bed,Hackney,62.0,3,1.0,98.0,22,2,0.53,0,1,1.0,1236.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,62.0,Hackney,moderate,Entire home/apt,Apartment,0,0,0,0,0
