hotel_id,city,country,price,distance,stars,rating,accommodation_type,year,month,weekend
7584,London,United Kingdom,126,1.5,2.5,3.2,Hotel,2017,11,0
7585,London,United Kingdom,168,1.6,3.0,3.2,Hotel,2017,11,0
7586,London,United Kingdom,309,1.6,4.0,4.4,Hotel,2017,11,0
7587,London,United Kingdom,124,1.6,2.0,2.7,Hotel,2017,11,0
7588,London,United Kingdom,447,1.5,5.0,4.4,Hotel,2017,11,0
7589,London,United Kingdom,326,1.6,5.0,4.5,Hotel,2017,11,0
7590,London,United Kingdom,215,1.8,4.0,,Apartment,2017,11,0
7591,London,United Kingdom,201,1.7,4.0,2.2,Apartment,2017,11,0
7594,London,United Kingdom,409,1.4,5.0,4.0,Hotel,2017,11,0
7595,London,United Kingdom,623,1.2,5.0,4.5,Hotel,2017,11,0
7596,London,United Kingdom,251,2.0,4.0,4.3,Hotel,2017,11,0
7597,London,United Kingdom,341,1.5,3.0,5.0,Apartment,2017,11,0
7598,London,United Kingdom,508,1.8,5.0,4.5,Apartment,2017,11,0
7599,London,United Kingdom,164,1.5,3.0,2.4,Hotel,2017,11,0
7600,London,United Kingdom,305,1.5,4.0,3.7,Hotel,2017,11,0
7601,London,United Kingdom,972,1.6,5.0,4.5,Hotel,2017,11,0
7602,London,United Kingdom,400,1.4,5.0,4.3,Hotel,2017,11,0
7603,London,United Kingdom,398,1.5,5.0,4.5,Hotel,2017,11,0
7604,London,United Kingdom,362,1.9,5.0,4.6,Hotel,2017,11,0
7605,London,United Kingdom,380,1.5,4.0,4.5,Hotel,2017,11,0
7606,London,United Kingdom,256,1.5,3.5,4.0,Guest House,2017,11,0
7607,London,United Kingdom,246,1.7,4.0,4.4,Hotel,2017,11,0
7608,London,United Kingdom,513,1.2,5.0,4.8,Hotel,2017,11,0
7609,London,United Kingdom,710,1.4,5.0,4.0,Hotel,2017,11,0
7610,London,United Kingdom,788,1.1,5.0,5.0,Hotel,2017,11,0
7611,London,United Kingdom,534,1.5,5.0,4.4,Hotel,2017,11,0
7614,London,United Kingdom,748,1.3,5.0,4.5,Hotel,2017,11,0
7615,London,United Kingdom,66,1.3,2.5,2.0,Hotel,2017,11,0
7616,London,United Kingdom,248,1.3,3.0,3.7,Hotel,2017,11,0
7617,London,United Kingdom,164,1.3,3.0,3.9,Hotel,2017,11,0
7618,London,United Kingdom,87,1.3,2.0,2.5,Hotel,2017,11,0
7619,London,United Kingdom,155,1.3,3.0,3.0,Hotel,2017,11,0
7620,London,United Kingdom,164,1.3,3.0,3.7,Guest House,2017,11,0
7621,London,United Kingdom,171,1.3,3.0,4.4,Guest House,2017,11,0
7622,London,United Kingdom,165,1.3,3.0,3.5,Bed and breakfast,2017,11,0
7623,London,United Kingdom,135,1.3,3.0,3.2,Guest House,2017,11,0
7624,London,United Kingdom,202,1.3,3.0,3.2,Guest House,2017,11,0
7625,London,United Kingdom,189,1.3,3.0,3.7,Hotel,2017,11,0
7626,London,United Kingdom,152,1.3,3.0,3.9,Bed and breakfast,2017,11,0
7627,London,United Kingdom,201,1.3,3.5,4.4,Hotel,2017,11,0
7628,London,United Kingdom,177,1.3,3.0,3.7,Hotel,2017,11,0
7629,London,United Kingdom,111,1.2,3.5,2.7,Apartment,2017,11,0
7630,London,United Kingdom,113,1.3,3.0,2.7,Bed and breakfast,2017,11,0
7633,London,United Kingdom,301,7.0,4.0,4.4,Hotel,2017,11,0
7634,London,United Kingdom,274,1.5,4.0,4.0,Hotel,2017,11,0
7635,London,United Kingdom,166,6.0,3.0,3.7,Hotel,2017,11,0
7636,London,United Kingdom,70,2.8,2.0,3.4,Hostel,2017,11,0
7637,London,United Kingdom,155,7.1,4.0,4.4,Inn,2017,11,0
7639,London,United Kingdom,184,1.5,3.0,4.0,Hotel,2017,11,0
7640,London,United Kingdom,324,2.3,5.0,4.4,Hotel,2017,11,0
7641,London,United Kingdom,272,1.2,4.0,4.6,Apart-hotel,2017,11,0
7642,London,United Kingdom,137,7.3,3.5,4.5,Hotel,2017,11,0
7644,London,United Kingdom,211,7.4,3.0,4.0,Hotel,2017,11,0
7646,London,United Kingdom,83,2.4,3.0,3.9,Inn,2017,11,0
7647,London,United Kingdom,249,1.1,3.0,3.9,Hotel,2017,11,0
7648,London,United Kingdom,60,7.6,2.0,2.2,Hotel,2017,11,0
7649,London,United Kingdom,84,3.7,4.0,3.2,Apartment,2017,11,0
7651,London,United Kingdom,60,6.5,2.0,2.7,Hotel,2017,11,0
7652,London,United Kingdom,127,3.7,3.0,3.7,Hotel,2017,11,0
7653,London,United Kingdom,321,1.6,4.0,4.5,Apartment,2017,11,0
7654,London,United Kingdom,69,3.2,3.0,3.4,Hotel,2017,11,0
7655,London,United Kingdom,218,0.9,4.0,4.4,Apart-hotel,2017,11,0
7656,London,United Kingdom,201,1.1,3.0,5.0,Apartment,2017,11,0
7657,London,United Kingdom,233,1.0,4.0,4.1,Hotel,2017,11,0
7658,London,United Kingdom,72,3.7,1.5,2.0,Hotel,2017,11,0
7660,London,United Kingdom,105,3.7,2.5,2.5,Hotel,2017,11,0
7661,London,United Kingdom,162,0.9,2.5,3.5,Hotel,2017,11,0
7662,London,United Kingdom,379,2.3,5.0,4.8,Guest House,2017,11,0
7663,London,United Kingdom,392,1.4,4.0,4.5,Hotel,2017,11,0
7664,London,United Kingdom,401,2.6,4.0,4.0,Hotel,2017,11,0
7665,London,United Kingdom,102,1.6,2.0,3.0,Hostel,2017,11,0
7666,London,United Kingdom,50,6.7,3.0,2.7,Hotel,2017,11,0
7667,London,United Kingdom,287,4.0,3.0,2.5,Apartment,2017,11,0
7668,London,United Kingdom,172,2.2,5.0,4.1,Apartment,2017,11,0
7670,London,United Kingdom,256,1.3,4.0,3.9,Hotel,2017,11,0
7671,London,United Kingdom,92,8.3,2.5,,Hotel,2017,11,0
7672,London,United Kingdom,230,1.3,4.0,4.5,Inn,2017,11,0
7673,London,United Kingdom,111,7.0,2.5,,Guest House,2017,11,0
7674,London,United Kingdom,116,4.0,4.0,4.3,Apartment,2017,11,0
7675,London,United Kingdom,175,2.3,2.5,3.7,Hotel,2017,11,0
7677,London,United Kingdom,73,2.4,2.0,3.5,Inn,2017,11,0
7678,London,United Kingdom,49,5.5,2.5,3.5,Guest House,2017,11,0
7680,London,United Kingdom,103,7.6,2.0,3.7,Guest House,2017,11,0
7681,London,United Kingdom,136,2.6,4.0,3.7,Apart-hotel,2017,11,0
7682,London,United Kingdom,140,5.0,4.0,4.0,Hotel,2017,11,0
7683,London,United Kingdom,82,2.9,3.5,3.5,Apartment,2017,11,0
7685,London,United Kingdom,136,1.7,2.0,4.0,Hostel,2017,11,0
7686,London,United Kingdom,86,3.8,3.0,2.5,Hotel,2017,11,0
7687,London,United Kingdom,83,8.8,3.0,3.2,Hotel,2017,11,0
7688,London,United Kingdom,137,4.4,3.5,4.4,Hotel,2017,11,0
7690,London,United Kingdom,269,2.5,4.0,4.6,Apartment,2017,11,0
7691,London,United Kingdom,165,2.2,3.0,3.7,Apartment,2017,11,0
7692,London,United Kingdom,315,2.2,5.0,4.5,Hotel,2017,11,0
7693,London,United Kingdom,153,1.9,3.5,4.0,Hotel,2017,11,0
7694,London,United Kingdom,121,5.9,3.0,3.2,Hotel,2017,11,0
7695,London,United Kingdom,223,0.9,3.0,4.5,Hotel,2017,11,0
7696,London,United Kingdom,74,2.4,3.0,3.2,Hotel,2017,11,0
7697,London,United Kingdom,63,6.2,2.5,3.0,Hotel,2017,11,0
7698,London,United Kingdom,90,4.9,2.0,3.5,Hotel,2017,11,0
7699,London,United Kingdom,98,6.1,3.0,4.0,Bed and breakfast,2017,11,0
7700,London,United Kingdom,71,4.2,2.5,2.7,Hotel,2017,11,0
7702,London,United Kingdom,30,1.8,2.0,3.2,Hostel,2017,11,0
7703,London,United Kingdom,196,5.3,4.0,4.3,Hotel,2017,11,0
7704,London,United Kingdom,210,1.1,4.0,4.0,Hotel,2017,11,0
7705,London,United Kingdom,277,1.1,5.0,4.1,Hotel,2017,11,0
7706,London,United Kingdom,183,6.6,4.0,,Apartment,2017,11,0
7707,London,United Kingdom,106,1.8,3.0,3.4,Hotel,2017,11,0
7708,London,United Kingdom,149,5.0,3.0,4.1,Apartment,2017,11,0
7709,London,United Kingdom,326,1.5,4.0,4.4,Hotel,2017,11,0
7710,London,United Kingdom,101,3.4,3.5,3.5,Apartment,2017,11,0
7711,London,United Kingdom,74,5.4,2.0,3.2,Hostel,2017,11,0
7712,London,United Kingdom,188,2.1,4.0,5.0,Apart-hotel,2017,11,0
7713,London,United Kingdom,115,2.4,3.0,3.5,Hotel,2017,11,0
7714,London,United Kingdom,190,1.0,2.5,4.0,Hotel,2017,11,0
7715,London,United Kingdom,65,7.5,2.5,3.0,Hotel,2017,11,0
7717,London,United Kingdom,105,8.3,2.5,3.4,Inn,2017,11,0
7718,London,United Kingdom,102,3.6,3.0,3.7,Hotel,2017,11,0
7719,London,United Kingdom,154,4.1,4.0,4.3,Inn,2017,11,0
7720,London,United Kingdom,137,8.3,4.0,4.4,Hotel,2017,11,0
7722,London,United Kingdom,422,1.2,5.0,4.8,Hotel,2017,11,0
7723,London,United Kingdom,166,7.0,4.0,4.1,Hotel,2017,11,0
7725,London,United Kingdom,270,1.3,4.0,4.5,Hotel,2017,11,0
7726,London,United Kingdom,41,3.5,2.0,3.7,Hostel,2017,11,0
7727,London,United Kingdom,235,1.5,3.0,3.9,Hotel,2017,11,0
7728,London,United Kingdom,165,6.6,3.0,3.7,Hotel,2017,11,0
7729,London,United Kingdom,392,2.0,3.5,4.5,Hotel,2017,11,0
7731,London,United Kingdom,113,6.0,3.0,4.4,Hotel,2017,11,0
7733,London,United Kingdom,49,6.2,3.0,3.5,Hotel,2017,11,0
7735,London,United Kingdom,336,2.1,5.0,4.6,Hotel,2017,11,0
7736,London,United Kingdom,111,3.6,2.5,2.9,Apartment,2017,11,0
7737,London,United Kingdom,129,3.4,2.5,3.7,Hotel,2017,11,0
7738,London,United Kingdom,35,4.8,2.0,3.7,Hostel,2017,11,0
7739,London,United Kingdom,212,3.2,4.0,3.5,Apartment,2017,11,0
7741,London,United Kingdom,145,6.7,3.0,3.9,Hotel,2017,11,0
7742,London,United Kingdom,256,3.1,5.0,3.5,Apartment,2017,11,0
7743,London,United Kingdom,170,3.0,,,Hotel,2017,11,0
7744,London,United Kingdom,172,7.7,4.0,4.4,Hotel,2017,11,0
7745,London,United Kingdom,45,8.0,2.0,2.2,Hostel,2017,11,0
7746,London,United Kingdom,216,4.0,4.0,4.0,Hotel,2017,11,0
7747,London,United Kingdom,65,7.2,3.0,,Guest House,2017,11,0
7748,London,United Kingdom,95,7.7,3.0,2.7,Guest House,2017,11,0
7749,London,United Kingdom,208,6.7,3.0,3.5,Hotel,2017,11,0
7750,London,United Kingdom,100,4.0,3.0,3.5,Inn,2017,11,0
7752,London,United Kingdom,205,1.1,4.0,4.1,Hotel,2017,11,0
7753,London,United Kingdom,90,3.4,3.0,2.2,Bed and breakfast,2017,11,0
7754,London,United Kingdom,115,2.8,3.0,4.1,Hotel,2017,11,0
7755,London,United Kingdom,223,1.0,3.0,4.3,Hotel,2017,11,0
7756,London,United Kingdom,170,1.5,2.5,3.7,Hotel,2017,11,0
7757,London,United Kingdom,119,1.3,3.0,3.2,Hotel,2017,11,0
7760,London,United Kingdom,37,5.7,2.0,3.7,Hostel,2017,11,0
7761,London,United Kingdom,126,5.5,3.0,4.0,Hotel,2017,11,0
7762,London,United Kingdom,95,6.6,3.0,3.5,Bed and breakfast,2017,11,0
7763,London,United Kingdom,88,6.1,2.5,,Guest House,2017,11,0
7764,London,United Kingdom,641,1.8,5.0,4.8,Hotel,2017,11,0
7765,London,United Kingdom,143,4.7,2.5,3.9,Hotel,2017,11,0
7767,London,United Kingdom,40,4.5,2.0,3.5,Hostel,2017,11,0
7768,London,United Kingdom,124,4.2,3.0,3.7,Hotel,2017,11,0
7769,London,United Kingdom,80,4.2,3.0,3.2,Bed and breakfast,2017,11,0
7770,London,United Kingdom,177,3.3,5.0,3.7,Hotel,2017,11,0
7771,London,United Kingdom,320,1.6,4.5,3.2,Apartment,2017,11,0
7772,London,United Kingdom,45,7.5,2.5,2.7,Hotel,2017,11,0
7773,London,United Kingdom,76,7.3,2.5,3.0,Hotel,2017,11,0
7774,London,United Kingdom,90,1.6,3.0,2.7,Hotel,2017,11,0
7776,London,United Kingdom,257,1.3,3.5,4.0,Apartment,2017,11,0
7777,London,United Kingdom,185,2.0,4.0,4.4,Hotel,2017,11,0
7779,London,United Kingdom,165,6.9,3.0,3.7,Hotel,2017,11,0
7780,London,United Kingdom,66,7.2,2.5,2.4,Hotel,2017,11,0
7781,London,United Kingdom,127,3.1,3.0,3.0,Hotel,2017,11,0
7782,London,United Kingdom,91,4.8,3.5,3.4,Apart-hotel,2017,11,0
7783,London,United Kingdom,200,2.2,4.0,4.0,Apartment,2017,11,0
7784,London,United Kingdom,124,2.5,3.0,3.7,Guest House,2017,11,0
7785,London,United Kingdom,112,4.4,3.0,3.9,Guest House,2017,11,0
7786,London,United Kingdom,102,3.2,2.0,3.4,Inn,2017,11,0
7787,London,United Kingdom,182,2.4,2.0,2.7,Apartment,2017,11,0
7788,London,United Kingdom,171,5.9,4.0,4.0,Hotel,2017,11,0
7789,London,United Kingdom,212,4.2,3.0,4.5,Apartment,2017,11,0
7791,London,United Kingdom,85,8.9,3.0,,Apartment,2017,11,0
7792,London,United Kingdom,258,2.2,4.0,4.5,Hotel,2017,11,0
7793,London,United Kingdom,182,3.3,4.0,3.7,Hotel,2017,11,0
7794,London,United Kingdom,220,2.7,3.5,4.3,Hotel,2017,11,0
7795,London,United Kingdom,127,2.7,3.0,3.0,Hotel,2017,11,0
7796,London,United Kingdom,72,7.0,2.0,3.4,Hotel,2017,11,0
7797,London,United Kingdom,111,7.0,3.0,4.0,Hotel,2017,11,0
7799,London,United Kingdom,99,7.7,2.5,3.0,Bed and breakfast,2017,11,0
7801,London,United Kingdom,317,2.5,4.5,4.5,Hotel,2017,11,0
7802,London,United Kingdom,263,1.0,4.0,4.4,Hotel,2017,11,0
7803,London,United Kingdom,224,1.0,3.0,4.1,Hotel,2017,11,0
7804,London,United Kingdom,361,1.5,4.0,4.5,Hotel,2017,11,0
7805,London,United Kingdom,194,2.9,3.5,3.7,Hotel,2017,11,0
7806,London,United Kingdom,208,4.1,4.0,4.5,Inn,2017,11,0
7807,London,United Kingdom,237,3.1,4.0,4.3,Hotel,2017,11,0
7808,London,United Kingdom,204,3.4,3.0,,Apartment,2017,11,0
7810,London,United Kingdom,97,8.4,4.0,4.0,Apartment,2017,11,0
7811,London,United Kingdom,90,7.3,2.5,2.7,Bed and breakfast,2017,11,0
7812,London,United Kingdom,75,2.9,2.5,2.7,Guest House,2017,11,0
7813,London,United Kingdom,95,2.9,2.5,2.9,Hotel,2017,11,0
7814,London,United Kingdom,83,6.2,3.0,3.2,Hotel,2017,11,0
7816,London,United Kingdom,164,4.8,4.0,3.9,Hotel,2017,11,0
7817,London,United Kingdom,65,4.5,1.5,2.4,Hotel,2017,11,0
7819,London,United Kingdom,315,1.4,4.0,4.4,Hotel,2017,11,0
7820,London,United Kingdom,143,1.0,3.0,3.7,Hotel,2017,11,0
7821,London,United Kingdom,75,6.1,2.5,3.7,Guest House,2017,11,0
7822,London,United Kingdom,148,7.1,3.5,4.3,Hotel,2017,11,0
7823,London,United Kingdom,105,7.5,3.0,3.9,Bed and breakfast,2017,11,0
7824,London,United Kingdom,74,4.8,3.0,3.2,Guest House,2017,11,0
7825,London,United Kingdom,170,3.7,4.0,3.5,Apartment,2017,11,0
7826,London,United Kingdom,179,2.7,4.0,3.5,Apartment,2017,11,0
7827,London,United Kingdom,182,1.8,2.5,4.0,Hotel,2017,11,0
7828,London,United Kingdom,109,3.3,2.0,3.2,Guest House,2017,11,0
7829,London,United Kingdom,100,3.6,3.0,3.4,Apart-hotel,2017,11,0
7830,London,United Kingdom,240,0.9,4.0,4.5,Hotel,2017,11,0
7831,London,United Kingdom,166,6.8,4.0,4.5,Hotel,2017,11,0
7832,London,United Kingdom,92,3.9,2.0,3.2,Hostel,2017,11,0
7833,London,United Kingdom,87,3.3,2.5,2.5,Bed and breakfast,2017,11,0
7834,London,United Kingdom,54,4.5,2.0,2.0,Hostel,2017,11,0
7835,London,United Kingdom,76,7.5,2.5,2.2,Guest House,2017,11,0
7836,London,United Kingdom,87,5.1,4.0,3.9,Hotel,2017,11,0
7837,London,United Kingdom,205,5.2,3.0,4.3,Apartment,2017,11,0
7838,London,United Kingdom,141,8.5,3.0,4.5,Hotel,2017,11,0
7839,London,United Kingdom,210,6.0,3.5,4.4,Inn,2017,11,0
7840,London,United Kingdom,90,2.8,3.0,3.4,Guest House,2017,11,0
7841,London,United Kingdom,177,6.8,3.0,3.0,Apartment,2017,11,0
7842,London,United Kingdom,280,3.0,3.0,3.5,Apartment,2017,11,0
7844,London,United Kingdom,101,4.1,2.0,4.1,Hotel,2017,11,0
7846,London,United Kingdom,274,1.2,4.0,4.1,Hotel,2017,11,0
7847,London,United Kingdom,141,3.7,2.5,4.5,Inn,2017,11,0
7848,London,United Kingdom,44,1.1,2.0,3.0,Hostel,2017,11,0
7849,London,United Kingdom,185,2.6,3.5,3.0,Apartment,2017,11,0
7850,London,United Kingdom,162,5.9,3.5,,Hotel,2017,11,0
7851,London,United Kingdom,175,2.1,3.5,3.9,Hotel,2017,11,0
7852,London,United Kingdom,68,3.7,3.0,2.9,Hotel,2017,11,0
7853,London,United Kingdom,223,0.8,3.0,3.7,Hotel,2017,11,0
7855,London,United Kingdom,216,6.1,3.5,4.1,Hotel,2017,11,0
7856,London,United Kingdom,27,4.9,2.0,3.2,Hostel,2017,11,0
7857,London,United Kingdom,304,1.5,4.0,4.5,Hotel,2017,11,0
7858,London,United Kingdom,224,1.9,3.5,4.1,Hotel,2017,11,0
7860,London,United Kingdom,76,7.0,2.5,3.5,Hotel,2017,11,0
7862,London,United Kingdom,215,6.5,3.0,4.0,Hotel,2017,11,0
7863,London,United Kingdom,113,2.0,3.0,3.5,Hotel,2017,11,0
7864,London,United Kingdom,59,3.7,3.0,2.5,Hotel,2017,11,0
7867,London,United Kingdom,41,3.7,2.0,3.5,Hostel,2017,11,0
7868,London,United Kingdom,63,3.4,2.5,3.5,Guest House,2017,11,0
7869,London,United Kingdom,114,6.0,3.0,3.7,Inn,2017,11,0
7871,London,United Kingdom,258,2.1,4.0,4.0,Hotel,2017,11,0
7872,London,United Kingdom,93,5.1,3.0,3.0,Hotel,2017,11,0
7874,London,United Kingdom,244,5.2,4.0,4.4,Hotel,2017,11,0
7875,London,United Kingdom,231,1.9,3.0,3.5,Hotel,2017,11,0
7879,London,United Kingdom,88,4.7,2.5,3.5,Hotel,2017,11,0
7881,London,United Kingdom,160,3.2,3.0,2.0,Apartment,2017,11,0
7883,London,United Kingdom,153,3.4,3.5,,Apartment,2017,11,0
7886,London,United Kingdom,137,7.4,3.0,4.1,Hotel,2017,11,0
7887,London,United Kingdom,86,7.3,3.0,3.7,Hotel,2017,11,0
7889,London,United Kingdom,176,5.5,4.0,4.0,Hotel,2017,11,0
7890,London,United Kingdom,214,3.4,4.0,4.5,Hotel,2017,11,0
7891,London,United Kingdom,98,9.1,3.0,4.5,Inn,2017,11,0
7892,London,United Kingdom,195,7.2,3.0,4.1,Hotel,2017,11,0
7893,London,United Kingdom,94,7.0,3.0,,Hotel,2017,11,0
7894,London,United Kingdom,268,3.5,5.0,4.5,Hotel,2017,11,0
7895,London,United Kingdom,124,3.8,4.0,3.5,Apart-hotel,2017,11,0
7897,London,United Kingdom,191,3.7,3.0,,Apartment,2017,11,0
7898,London,United Kingdom,207,6.3,4.0,4.0,Hotel,2017,11,0
7899,London,United Kingdom,178,6.6,4.0,4.5,Hotel,2017,11,0
7913,London,United Kingdom,72,3.1,3.5,,Apartment,2017,11,0
7926,London,United Kingdom,157,5.8,3.0,4.1,Hotel,2017,11,0
7930,London,United Kingdom,336,5.5,5.0,4.6,Hotel,2017,11,0
7931,London,United Kingdom,97,2.4,3.5,3.2,Guest House,2017,11,0
7932,London,United Kingdom,175,7.2,4.0,4.0,Hotel,2017,11,0
7933,London,United Kingdom,166,7.3,4.0,4.1,Hotel,2017,11,0
7934,London,United Kingdom,266,6.4,4.0,4.3,Hotel,2017,11,0
7935,London,United Kingdom,98,8.9,3.0,3.5,Inn,2017,11,0
7936,London,United Kingdom,169,13.0,3.5,3.7,Hotel,2017,11,0
7938,London,United Kingdom,101,12.0,4.0,3.5,Guest House,2017,11,0
7939,London,United Kingdom,95,9.2,2.0,3.5,Guest House,2017,11,0
7941,London,United Kingdom,102,11.0,3.0,3.4,Hotel,2017,11,0
7942,London,United Kingdom,57,11.0,3.0,3.5,Hotel,2017,11,0
7943,London,United Kingdom,85,12.0,3.0,4.0,Hotel,2017,11,0
7944,London,United Kingdom,75,11.0,3.5,4.5,Bed and breakfast,2017,11,0
7945,London,United Kingdom,77,11.0,3.0,3.9,Bed and breakfast,2017,11,0
7946,London,United Kingdom,115,11.0,4.0,3.5,Hotel,2017,11,0
7947,London,United Kingdom,99,11.0,3.0,3.5,Bed and breakfast,2017,11,0
7948,London,United Kingdom,141,11.0,4.0,4.1,Hotel,2017,11,0
7949,London,United Kingdom,77,9.2,2.5,3.0,Inn,2017,11,0
7950,London,United Kingdom,94,11.0,3.0,3.2,Bed and breakfast,2017,11,0
7951,London,United Kingdom,127,11.0,4.0,3.7,Guest House,2017,11,0
7952,London,United Kingdom,84,9.6,2.5,4.0,Inn,2017,11,0
7953,London,United Kingdom,118,12.0,4.0,4.0,Hotel,2017,11,0
7954,London,United Kingdom,44,12.0,2.0,2.4,Inn,2017,11,0
7955,London,United Kingdom,67,9.1,3.0,3.0,Hotel,2017,11,0
7956,London,United Kingdom,72,11.0,3.0,3.7,Hotel,2017,11,0
7957,London,United Kingdom,79,11.0,2.0,2.2,Bed and breakfast,2017,11,0
7959,London,United Kingdom,183,8.1,4.0,4.4,Hotel,2017,11,0
7960,London,United Kingdom,182,7.6,4.0,4.5,Hotel,2017,11,0
7961,London,United Kingdom,240,7.7,4.0,4.5,Apart-hotel,2017,11,0
7962,London,United Kingdom,82,13.0,3.0,3.2,Hotel,2017,11,0
7963,London,United Kingdom,202,8.3,4.0,4.4,Hotel,2017,11,0
7964,London,United Kingdom,88,11.0,4.5,3.9,Hotel,2017,11,0
7965,London,United Kingdom,76,11.0,2.5,3.0,Hotel,2017,11,0
7966,London,United Kingdom,120,3.2,3.0,3.7,Hotel,2017,11,0
7967,London,United Kingdom,206,2.3,4.0,4.0,Hotel,2017,11,0
7968,London,United Kingdom,287,2.7,4.0,4.5,Apartment,2017,11,0
7969,London,United Kingdom,215,2.7,4.0,4.3,Inn,2017,11,0
7972,London,United Kingdom,313,1.4,4.0,4.3,Hotel,2017,11,0
7973,London,United Kingdom,239,1.4,3.0,4.0,Apart-hotel,2017,11,0
7974,London,United Kingdom,44,1.1,4.0,4.0,Hostel,2017,11,0
7975,London,United Kingdom,300,1.6,4.0,4.0,Hotel,2017,11,0
7976,London,United Kingdom,397,1.7,4.0,4.0,Hotel,2017,11,0
7977,London,United Kingdom,161,1.8,3.0,3.7,Apartment,2017,11,0
7978,London,United Kingdom,256,1.4,4.0,4.0,Hotel,2017,11,0
7979,London,United Kingdom,262,1.8,4.0,2.7,Apartment,2017,11,0
7980,London,United Kingdom,223,1.5,3.5,3.7,Hotel,2017,11,0
7981,London,United Kingdom,161,1.8,3.0,3.2,Hotel,2017,11,0
7982,London,United Kingdom,217,1.8,3.5,3.9,Hotel,2017,11,0
7983,London,United Kingdom,160,1.9,4.0,4.0,Apartment,2017,11,0
7984,London,United Kingdom,194,1.4,3.0,3.4,Hotel,2017,11,0
7985,London,United Kingdom,379,1.3,3.5,3.9,Hotel,2017,11,0
7986,London,United Kingdom,567,1.0,5.0,4.6,Hotel,2017,11,0
7987,London,United Kingdom,326,1.5,5.0,4.5,Hotel,2017,11,0
7988,London,United Kingdom,299,1.5,4.0,4.5,Hotel,2017,11,0
7989,London,United Kingdom,218,1.1,3.0,3.7,Hotel,2017,11,0
7991,London,United Kingdom,340,1.4,4.0,4.0,Hotel,2017,11,0
7992,London,United Kingdom,480,1.8,5.0,4.5,Hotel,2017,11,0
7993,London,United Kingdom,165,1.5,3.0,3.2,Guest House,2017,11,0
7994,London,United Kingdom,194,1.5,3.0,4.0,Hotel,2017,11,0
7995,London,United Kingdom,106,1.5,2.0,2.5,Hotel,2017,11,0
7996,London,United Kingdom,280,1.3,4.0,4.0,Hotel,2017,11,0
7997,London,United Kingdom,446,1.4,4.0,4.8,Hotel,2017,11,0
7998,London,United Kingdom,335,1.4,5.0,4.5,Hotel,2017,11,0
7999,London,United Kingdom,312,1.5,5.0,3.7,Hotel,2017,11,0
8001,London,United Kingdom,160,1.5,3.0,2.5,Hotel,2017,11,0
8002,London,United Kingdom,344,1.0,4.0,4.0,Hotel,2017,11,0
8003,London,United Kingdom,196,1.5,3.5,3.7,Hotel,2017,11,0
8004,London,United Kingdom,383,1.7,4.0,4.5,Hotel,2017,11,0
8006,London,United Kingdom,235,1.5,3.0,3.2,Hotel,2017,11,0
8008,London,United Kingdom,172,1.5,4.0,2.0,Guest House,2017,11,0
8009,London,United Kingdom,368,1.2,4.0,4.5,Hotel,2017,11,0
8010,London,United Kingdom,162,1.5,3.5,3.5,Guest House,2017,11,0
8011,London,United Kingdom,109,1.5,2.0,3.0,Guest House,2017,11,0
8012,London,United Kingdom,491,1.5,5.0,4.8,Hotel,2017,11,0
8013,London,United Kingdom,232,1.1,3.5,1.6,Apartment,2017,11,0
8014,London,United Kingdom,257,1.5,4.0,4.3,Bed and breakfast,2017,11,0
8015,London,United Kingdom,278,1.1,3.5,3.7,Hotel,2017,11,0
8016,London,United Kingdom,113,1.9,2.0,2.9,Hostel,2017,11,0
8017,London,United Kingdom,93,1.8,3.0,2.2,Hotel,2017,11,0
8018,London,United Kingdom,261,1.5,3.0,4.0,Hotel,2017,11,0
8020,London,United Kingdom,184,1.6,2.0,2.4,Hotel,2017,11,0
8021,London,United Kingdom,303,1.4,4.0,4.0,Hotel,2017,11,0
8023,London,United Kingdom,384,1.3,4.0,4.4,Hotel,2017,11,0
8024,London,United Kingdom,303,1.2,4.0,4.0,Hotel,2017,11,0
8025,London,United Kingdom,170,1.9,2.5,3.9,Hotel,2017,11,0
8026,London,United Kingdom,233,1.0,4.0,3.5,Hotel,2017,11,0
8027,London,United Kingdom,352,1.2,4.0,4.1,Hotel,2017,11,0
8028,London,United Kingdom,182,1.8,3.0,1.2,Apartment,2017,11,0
8032,London,United Kingdom,359,1.0,5.0,4.5,Hotel,2017,11,0
8033,London,United Kingdom,351,0.8,3.0,,Apartment,2017,11,0
8034,London,United Kingdom,510,0.9,5.0,4.0,Hotel,2017,11,0
8035,London,United Kingdom,479,1.4,5.0,4.4,Hotel,2017,11,0
8036,London,United Kingdom,605,0.6,5.0,4.5,Hotel,2017,11,0
8037,London,United Kingdom,516,0.6,5.0,4.6,Hotel,2017,11,0
8038,London,United Kingdom,159,0.8,2.5,1.0,Apartment,2017,11,0
8039,London,United Kingdom,468,1.0,5.0,4.5,Hotel,2017,11,0
8040,London,United Kingdom,288,0.9,4.0,3.4,Hotel,2017,11,0
8041,London,United Kingdom,378,1.0,5.0,3.9,Hotel,2017,11,0
8044,London,United Kingdom,343,0.6,4.0,4.0,Hotel,2017,11,0
8045,London,United Kingdom,682,0.6,5.0,4.9,Hotel,2017,11,0
8046,London,United Kingdom,409,0.8,4.0,4.5,Hotel,2017,11,0
8047,London,United Kingdom,457,0.5,5.0,4.4,Hotel,2017,11,0
