f_property_type,f_room_type,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,price,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,neighbourhood_cleansed,cancellation_policy,room_type,property_type,neighbourhood_cleansed
House,Private room,flexible,Real Bed,Camden,50.0,2,1.0,94.0,31,1,1.47,0,2,1.0,632.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Camden,flexible,Private room,House,Camden
Apartment,Entire home/apt,moderate,Real Bed,Camden,75.0,2,1.0,100.0,3,1,0.14,0,3,1.0,624.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,moderate,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,172.0,4,1.0,80.0,1,1,0.83,0,3,2.0,35.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Private room,flexible,Real Bed,Camden,105.0,3,1.0,,0,3,,20,2,2.0,,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Camden,flexible,Private room,Apartment,Camden
Apartment,Private room,strict,Real Bed,Camden,45.0,2,1.0,90.0,79,1,6.17,0,1,1.0,383.0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Camden,strict,Private room,Apartment,Camden
Apartment,Entire home/apt,flexible,Real Bed,Camden,125.0,3,1.0,,0,1,,0,1,2.0,,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Camden,flexible,Entire home/apt,Apartment,Camden
Apartment,Private room,moderate,Real Bed,Camden,30.0,2,2.0,,0,1,,30,2,1.0,,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Camden,moderate,Private room,Apartment,Camden
Apartment,Private room,strict,Real Bed,Camden,32.0,1,1.0,80.0,9,1,1.03,25,7,1.0,260.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Private room,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,125.0,4,1.0,96.0,25,2,1.19,20,1,2.0,630.0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,flexible,Real Bed,Camden,200.0,2,1.0,,0,1,,0,7,2.0,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,flexible,Entire home/apt,Apartment,Camden
Apartment,Private room,strict,Real Bed,Camden,49.0,3,1.0,100.0,3,1,0.64,15,1,2.0,140.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Private room,Apartment,Camden
Apartment,Private room,flexible,Real Bed,Camden,45.0,2,1.0,,0,1,,0,5,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Camden,flexible,Private room,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,76.0,3,1.0,88.0,8,1,0.77,0,3,1.0,312.0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,110.0,3,1.0,91.0,32,1,0.77,0,2,1.0,1244.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,300.0,7,2.0,92.0,114,1,5.89,0,1,3.0,580.0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
House,Private room,flexible,Real Bed,Camden,65.0,2,1.0,100.0,1,1,0.07,0,1,1.0,428.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Camden,flexible,Private room,House,Camden
Apartment,Private room,strict,Real Bed,Camden,85.0,3,1.0,80.0,2,1,0.34,29,2,1.0,178.0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,Camden,strict,Private room,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,93.0,4,1.0,80.0,2,1,1.2,0,1,2.0,49.0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,125.0,4,1.0,100.0,1,1,1.0,50,1,2.0,21.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,70.0,2,1.0,98.0,8,1,0.25,0,7,1.0,953.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Private room,moderate,Couch,Camden,45.0,2,1.0,93.0,3,1,0.24,0,2,1.0,372.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,moderate,Private room,Apartment,Camden
House,Private room,strict,Real Bed,Camden,35.0,1,2.5,75.0,4,1,0.21,20,1,1.0,581.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Private room,House,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,110.0,2,1.0,,0,1,,0,3,1.0,,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,175.0,8,2.0,,0,3,,25,2,4.0,,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,flexible,Real Bed,Camden,102.0,3,1.0,,0,1,,0,1,2.0,,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,Camden,flexible,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,moderate,Real Bed,Camden,89.0,2,1.0,87.0,63,1,3.9,0,2,1.0,484.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,Camden,moderate,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,flexible,Real Bed,Camden,99.0,7,1.0,72.0,5,6,2.27,10,4,5.0,65.0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,Camden,flexible,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,150.0,6,1.5,90.0,15,2,0.61,25,4,2.0,742.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,129.0,6,1.0,60.0,7,5,0.35,10,2,3.0,591.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Private room,flexible,Real Bed,Camden,120.0,1,1.0,,0,1,,0,1,1.0,,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Camden,flexible,Private room,Apartment,Camden
Apartment,Private room,strict,Real Bed,Camden,50.0,4,1.0,95.0,4,2,2.35,15,2,2.0,50.0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Private room,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,120.0,4,1.0,,0,1,,0,1,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,flexible,Real Bed,Camden,150.0,4,1.0,,0,1,,0,1,3.0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,flexible,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,149.0,4,1.0,93.0,21,2,0.77,0,5,2.0,820.0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,moderate,Real Bed,Camden,130.0,2,1.0,98.0,9,1,0.98,0,3,1.0,275.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,moderate,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,flexible,Real Bed,Camden,110.0,4,1.0,100.0,2,1,2.0,0,2,1.0,28.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,flexible,Entire home/apt,Apartment,Camden
Apartment,Private room,moderate,Couch,Camden,38.0,2,1.0,94.0,11,1,0.2,5,1,1.0,1646.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,Camden,moderate,Private room,Apartment,Camden
Apartment,Entire home/apt,flexible,Real Bed,Camden,139.0,4,1.0,100.0,2,1,0.11,0,1,2.0,531.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,flexible,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,flexible,Real Bed,Camden,90.0,2,1.0,,0,1,,0,2,1.0,,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Camden,flexible,Entire home/apt,Apartment,Camden
House,Entire home/apt,strict,Real Bed,Camden,250.0,8,2.0,,0,1,,0,5,4.0,,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,House,Camden
Apartment,Entire home/apt,flexible,Real Bed,Camden,80.0,4,1.0,100.0,2,1,0.13,0,1,2.0,449.0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Camden,flexible,Entire home/apt,Apartment,Camden
Apartment,Private room,flexible,Real Bed,Camden,115.0,2,1.0,,0,1,,0,1,1.0,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,Camden,flexible,Private room,Apartment,Camden
Apartment,Private room,moderate,Real Bed,Camden,49.0,2,2.0,100.0,7,1,1.98,0,1,1.0,105.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Camden,moderate,Private room,Apartment,Camden
Apartment,Private room,moderate,Real Bed,Camden,60.0,2,1.0,96.0,15,1,3.75,0,1,1.0,119.0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,Camden,moderate,Private room,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,50.0,2,0.5,80.0,18,1,0.64,0,1,1.0,839.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
House,Entire home/apt,strict,Real Bed,Camden,313.0,7,2.5,97.0,14,6,4.72,15,1,4.0,88.0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,House,Camden
House,Private room,strict,Real Bed,Camden,60.0,2,1.0,70.0,2,1,0.12,15,1,1.0,497.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Camden,strict,Private room,House,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,120.0,4,1.5,100.0,7,1,3.04,0,2,2.0,68.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
House,Private room,flexible,Real Bed,Camden,100.0,2,1.0,97.0,192,1,3.36,0,1,1.0,1712.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Camden,flexible,Private room,House,Camden
Apartment,Entire home/apt,moderate,Real Bed,Camden,101.0,4,1.0,78.0,90,2,4.82,15,2,2.0,559.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,Camden,moderate,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,339.0,8,2.0,97.0,24,4,2.49,35,1,4.0,288.0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,Camden,strict,Entire home/apt,Apartment,Camden
House,Private room,strict,Real Bed,Camden,65.0,2,1.0,73.0,4,1,0.67,0,1,1.0,177.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Camden,strict,Private room,House,Camden
Apartment,Private room,moderate,Real Bed,Camden,55.0,3,1.0,99.0,15,1,0.93,20,2,1.0,483.0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Camden,moderate,Private room,Apartment,Camden
Apartment,Private room,strict,Real Bed,Camden,55.0,2,1.0,,0,1,,0,1,1.0,,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Camden,strict,Private room,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,80.0,2,1.0,88.0,5,1,0.34,0,5,1.0,438.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,159.0,4,1.0,80.0,1,1,0.83,0,3,1.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,110.0,6,1.0,93.0,6,4,1.05,15,5,3.0,171.0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,80.0,3,1.0,93.0,3,1,0.39,0,3,1.0,231.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Private room,strict,Real Bed,Camden,64.0,2,1.0,96.0,11,1,0.4,15,1,1.0,814.0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Private room,Apartment,Camden
Apartment,Entire home/apt,flexible,Real Bed,Camden,88.0,2,1.0,,0,1,,0,1,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Camden,flexible,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,120.0,4,1.0,93.0,3,1,0.21,0,4,2.0,429.0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,80.0,3,1.0,93.0,8,2,0.42,35,5,1.0,572.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,140.0,4,3.0,86.0,25,1,0.54,0,7,2.0,1384.0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
House,Entire home/apt,strict,Real Bed,Camden,295.0,6,2.0,96.0,5,1,1.34,0,3,3.0,111.0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,House,Camden
House,Private room,strict,Real Bed,Camden,50.0,1,1.0,,0,1,,0,1,1.0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Camden,strict,Private room,House,Camden
Apartment,Private room,flexible,Real Bed,Camden,56.0,2,1.0,100.0,1,1,0.12,0,1,1.0,245.0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Camden,flexible,Private room,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,120.0,2,1.0,,0,1,,0,7,1.0,,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,Camden,strict,Entire home/apt,Apartment,Camden
House,Entire home/apt,moderate,Real Bed,Camden,120.0,4,1.0,80.0,1,1,0.48,0,2,2.0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,Camden,moderate,Entire home/apt,House,Camden
Apartment,Entire home/apt,flexible,Real Bed,Camden,43.0,1,1.0,90.0,2,1,0.48,0,7,1.0,123.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,Camden,flexible,Entire home/apt,Apartment,Camden
Apartment,Private room,moderate,Real Bed,Camden,67.0,2,1.0,97.0,6,1,1.22,30,2,1.0,147.0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Camden,moderate,Private room,Apartment,Camden
Apartment,Private room,moderate,Real Bed,Camden,30.0,1,1.0,100.0,3,1,2.0,10,3,1.0,44.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,Camden,moderate,Private room,Apartment,Camden
House,Private room,strict,Real Bed,Camden,60.0,2,1.0,,0,1,,0,2,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Camden,strict,Private room,House,Camden
Apartment,Private room,strict,Real Bed,Camden,45.0,2,1.0,96.0,15,1,0.84,35,1,1.0,536.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,Camden,strict,Private room,Apartment,Camden
Apartment,Private room,strict,Real Bed,Camden,61.0,2,1.0,88.0,10,1,1.94,15,2,1.0,154.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,Camden,strict,Private room,Apartment,Camden
Apartment,Entire home/apt,strict,Real Bed,Camden,785.0,7,2.0,,0,1,,0,2,3.0,,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,Camden,strict,Entire home/apt,Apartment,Camden
